id,mean,city,lat,lon
DsJelw05,13.16504854368932,Jeleniów,51.22484,15.23298
DsWrocWie,37.39220779220779,Wrocław,51.10549,17.03647
KpCiechoTezniowa,37.08783783783784,Ciechocinek,52.88842,18.78091
KpWloclSielska,31.814606741573034,Włocławek,52.66472,19.03639
KpWolice,23.460633484162894,Wolice,52.85417,17.90028
LbBialaPOrzechowa,18.65142857142857,Biała Podlaska,52.02919,23.14939
LbDorohWIOS,10.710452961672473,Dorohusk,51.17556,23.80167
LbLublinPiel,41.73150684931507,Lublin,51.23944,22.50750
LbLublin_Sliwins_5,34.198722044728434,Lublin,51.27308,22.55167
LbZamoscHrubieszowsk,53.19532710280374,Zamość,50.71663,23.29025
LdLodzWSSEMWodna40,41.55797101449275,Łódź,51.76167,19.47694
MpKrakowWIOSAKra6117,89.07645429362881,Kraków,50.05768,19.92619
MzWarszKrucza,40.8786301369863,Warszawa,52.22458,21.01904
PdLomzaKopernika16,50.06666666666667,Łomża,53.17484,22.07595
PdSuwPulaski,54.00176470588235,Suwałki,54.11788,22.93461
WpPila5710111,53.53260869565217,Piła,53.15441,16.75957
ZpSzczWSSESped6,27.650485436893202,Szczecin,53.41504,14.55535
